tips,trip_seconds,trip_miles,pickup_community_area,dropoff_community_area,fare,tolls,extras,trip_total
0.00,660,0,32,8,8.25,0.00,0.00,8.25
0.00,480,1.3,32,32,7.00,0.00,0.00,7.00
3.05,1080,4.8,24,32,15.25,0.00,0.00,18.30
0.00,600,1.4,8,8,8.00,0.00,0.00,8.00
6.15,1020,15.3,56,33,26.75,0.00,4.00,36.90
2.00,600,2.3,8,7,9.50,0.00,0.00,11.50
0.00,660,3.2,8,24,10.25,0.00,0.00,10.25
2.00,360,0,8,8,6.25,0.00,0.00,8.25
7.65,1740,13.1,76,6,34.25,0.00,4.00,45.90
2.00,300,0,8,8,5.00,0.00,1.50,8.50
0.00,720,0,32,8,9.00,0.00,0.00,9.00
2.00,600,0,8,28,7.50,0.00,0.00,9.50
2.00,420,0,8,8,6.75,0.00,0.00,8.75
8.60,1380,16.2,76,7,39.00,0.00,4.00,51.60
2.00,423,1.6,8,7,7.00,0.00,0.00,9.50
2.00,178,0.42,8,8,4.50,0.00,1.00,8.00
11.31,1920,16.4,76,24,40.75,0.00,4.00,56.56
0.00,777,3.09,6,8,10.25,0.00,0.00,10.25
2.70,1209,3.31,32,7,13.00,0.00,0.00,16.20
1.00,240,0.5,8,8,5.00,0.00,1.00,7.50
0.00,70,0.5,28,28,4.25,0.00,0.00,4.25
0.00,462,0.8,32,28,6.25,0.00,0.00,6.25
2.00,240,0.6,28,8,5.00,0.00,0.00,7.50
0.00,540,1.5,41,41,7.25,0.00,1.00,8.25
2.00,480,0.1,32,8,8.00,0.00,0.00,10.00
2.50,1020,0,32,7,12.50,0.00,0.00,15.00
2.70,1080,3.8,8,5,13.50,0.00,0.00,16.20
2.00,420,0,32,8,7.50,0.00,0.00,9.50
0.00,480,1.4,8,32,7.25,0.00,0.00,7.25
0.00,540,0,8,8,7.00,0.00,0.00,7.00
0.00,4500,36.7,76,,90.25,0.00,37.50,127.75
3.00,360,0,32,32,6.25,0.00,0.00,9.25
0.00,240,0,8,8,4.75,0.00,1.00,5.75
0.00,240,0.6,28,28,5.25,0.00,0.00,5.25
5.00,1500,5.2,8,22,18.25,0.00,1.00,24.25
0.00,180,0.5,32,32,4.25,0.00,0.00,4.25
0.00,180,0.6,32,8,5.00,0.00,0.00,5.00
0.00,540,0.6,8,8,6.75,0.00,0.00,6.75
0.50,120,0.3,8,28,4.25,0.00,0.00,4.75
0.00,0,0,4,4,3.25,0.00,0.00,3.25
0.00,1080,4.8,28,32,15.50,0.00,0.00,15.50
1.00,540,0.9,32,32,6.75,0.00,0.00,7.75
2.00,480,1.6,8,28,7.50,0.00,0.00,9.50
0.00,420,0,28,8,7.75,0.00,1.00,8.75
0.00,480,1.3,8,32,6.50,0.00,0.00,6.50
1.00,420,2.9,28,24,10.00,0.00,0.00,11.00
1.50,300,0.6,8,32,5.25,0.00,0.00,6.75
0.00,240,0.6,3,3,4.75,0.00,0.00,4.75
1.15,300,0.9,32,32,5.75,0.00,0.00,6.90
0.00,1980,18.3,76,8,45.50,0.00,4.00,49.50
10.85,1680,17.9,32,76,43.50,0.00,0.00,54.35
2.00,240,0.6,8,32,5.25,0.00,0.00,7.25
4.00,600,1.2,28,8,7.75,0.00,0.00,11.75
0.00,480,0,32,32,6.50,0.00,0.00,6.50
3.00,720,1.7,8,32,8.75,0.00,0.00,11.75
0.00,540,1.3,32,8,7.25,0.00,0.00,7.25
0.00,300,0.5,32,32,5.25,0.00,1.50,6.75
2.00,240,0.6,8,8,4.75,0.00,1.00,7.75
0.00,540,1.4,8,8,7.25,0.00,0.00,7.25
1.00,420,0,32,8,6.25,0.00,0.00,7.25
2.00,420,1.4,28,8,7.00,0.00,2.00,11.00
4.05,1020,4,28,31,13.50,0.00,0.00,17.55
15.00,1560,0,76,8,44.25,0.00,5.00,64.25
1.00,360,0.7,8,8,5.75,0.00,0.00,6.75
0.00,840,0,3,4,10.00,0.00,0.00,10.00
0.00,660,0.1,32,28,8.25,0.00,0.00,8.25
3.35,840,4.2,28,22,13.50,0.00,0.00,16.85
9.10,1320,16.8,76,8,41.50,0.00,4.00,54.60
0.00,180,0,8,8,5.50,0.00,0.00,5.50
1.50,420,0,8,32,6.75,0.00,1.50,9.75
2.00,420,1.3,8,8,7.00,0.00,2.00,11.00
2.00,660,1.9,32,8,8.75,0.00,0.00,10.75
5.05,1440,8.7,32,77,25.25,0.00,0.00,30.30
2.00,660,0.1,32,7,9.00,0.00,0.00,11.00
0.00,720,1.7,32,8,8.75,0.00,0.00,8.75
0.00,60,0,76,76,3.25,0.00,0.00,3.25
0.00,1740,0,76,,27.50,0.00,22.50,50.00
0.00,480,0,22,24,10.25,0.00,0.00,10.25
0.00,0,0,28,28,3.25,0.00,0.00,3.25
0.00,180,1.4,32,28,4.50,0.00,0.00,4.50
2.00,420,0,8,8,7.25,0.00,0.00,9.25
0.00,540,0,8,8,7.00,0.00,1.00,8.00
4.65,1440,5.8,32,6,18.75,0.00,0.00,23.40
3.00,600,1.3,8,28,7.50,0.00,0.00,10.50
2.00,420,1.2,32,8,6.75,0.00,1.00,9.75
2.00,540,0,32,28,6.75,0.00,0.00,8.75
2.90,1320,4,8,7,14.50,0.00,0.00,17.40
3.45,1140,0,32,6,17.25,0.00,0.00,20.70
0.00,1800,1.1,76,8,45.00,0.00,4.00,49.00
2.00,360,0,8,7,7.25,0.00,1.00,10.25
2.00,900,1.9,32,28,9.50,0.00,0.00,11.50
2.00,480,1.2,32,8,7.00,0.00,0.00,9.00
2.00,1080,2.4,32,8,11.00,0.00,0.00,13.00
2.00,780,2,32,8,9.25,0.00,2.00,13.25
1.50,600,1.3,28,8,7.50,0.00,0.00,9.00
0.00,0,0,2,2,3.25,0.00,0.00,3.25
1.00,540,1.4,32,8,7.75,0.00,0.00,8.75
8.00,1560,13.4,56,8,35.25,0.00,4.00,47.25
3.95,900,0,8,4,19.75,0.00,0.00,23.70
5.35,1500,0,32,4,26.75,0.00,0.00,32.10
2.00,240,0.7,32,8,5.50,0.00,1.50,9.00
1.00,0,0,28,28,3.25,0.00,9.50,13.75
0.00,660,2.3,8,7,9.75,0.00,0.00,9.75
0.00,1320,0,8,5,17.50,0.00,0.00,17.50
0.00,840,2,32,8,9.50,0.00,0.00,9.50
0.00,900,1.3,8,8,9.25,0.00,0.00,9.25
0.00,0,0,8,,3.25,0.00,0.00,3.25
2.00,180,0.4,8,8,4.50,0.00,0.00,6.50
0.00,480,0.8,32,8,6.25,0.00,0.00,6.25
2.00,600,1.2,32,28,7.25,0.00,0.00,9.25
0.00,360,0,32,32,5.75,0.00,0.00,5.75
2.00,780,0,32,8,8.75,0.00,0.00,10.75
1.70,600,1.8,28,8,8.50,0.00,0.00,10.20
0.00,1380,11.2,28,71,29.50,0.00,0.00,29.50
1.50,1200,4.3,8,7,15.25,0.00,0.00,16.75
0.00,120,0,32,32,4.25,0.00,0.00,4.25
0.00,420,0.8,32,32,6.25,0.00,0.00,6.25
2.00,540,0,32,32,7.75,0.00,1.50,11.25
0.00,2220,0,32,41,27.00,0.00,0.00,27.00
1.00,480,1.2,32,28,6.75,0.00,0.00,7.75
0.00,300,0.9,8,8,5.50,0.00,0.00,5.50
0.00,2100,24.3,76,,57.75,0.00,30.00,87.75
0.00,1860,9.2,24,21,27.00,0.00,0.50,27.50
2.00,360,0.6,32,28,5.50,0.00,0.00,7.50
0.00,240,0,32,32,5.00,0.00,0.00,5.00
21.95,3420,0,32,,72.75,0.00,37.00,131.70
0.00,720,1.8,32,28,9.00,0.00,0.00,9.00
4.55,720,6.7,76,11,18.75,0.00,4.00,27.30
0.00,180,0,8,8,4.25,0.00,0.00,4.25
0.00,180,0.5,8,8,4.50,0.00,1.50,6.00
3.90,1140,2.5,8,28,12.00,0.00,1.00,16.90
1.75,480,1.3,8,8,6.75,0.00,1.50,10.00
2.00,540,0,8,8,7.25,0.00,0.00,9.25
0.00,300,0.7,28,28,5.75,0.00,0.00,5.75
2.00,0,0,8,8,9.00,0.00,0.00,11.00
0.00,900,2.9,32,8,11.50,0.00,0.00,11.50
1.00,480,0,32,8,7.25,0.00,0.00,8.25
0.00,1740,0.3,7,28,19.50,0.00,0.00,19.50
3.00,480,0,8,8,7.00,0.00,0.00,10.00
8.15,1740,11.7,76,4,30.75,0.00,2.00,40.90
2.00,300,0,32,8,5.25,0.00,1.00,8.25
7.75,2100,0,76,3,34.75,0.00,4.00,46.50
3.50,960,0.2,32,7,14.00,0.00,0.00,17.50
0.00,300,0.9,8,8,5.50,0.00,0.00,5.50
2.15,780,2.6,8,33,10.75,0.00,0.00,12.90
2.00,660,0.1,32,8,8.25,0.00,0.00,10.25
9.55,1620,1,76,32,43.75,0.00,4.00,57.30
0.00,780,0,8,28,9.25,0.00,0.00,9.25
0.00,180,0.6,22,22,4.50,0.00,0.00,4.50
0.00,540,0,32,32,7.50,0.00,0.00,7.50
2.00,480,1.1,32,8,6.75,0.00,0.00,8.75
0.00,420,0,32,8,6.50,0.00,0.00,6.50
2.00,600,1.8,32,28,8.50,0.00,0.00,10.50
0.00,300,1,28,8,5.75,0.00,0.00,5.75
0.00,300,0,32,8,6.00,0.00,0.00,6.00
0.00,120,0.5,32,8,4.50,0.00,0.00,4.50
0.50,540,0,8,8,6.75,0.00,0.00,7.25
7.75,1500,12.6,56,32,32.75,0.00,6.00,46.50
0.00,1560,17.1,76,8,42.50,0.00,4.00,46.50
8.00,1680,15.9,56,6,39.50,0.00,4.00,51.50
2.00,420,1.5,32,8,6.50,0.00,0.00,8.50
0.02,120,0.3,32,32,4.00,0.00,0.00,4.02
0.00,1080,0.2,41,43,14.00,0.00,0.00,14.00
2.00,300,0,8,32,5.75,0.00,0.00,7.75
2.60,660,4,6,8,13.00,0.00,0.00,15.60
8.85,2280,0.9,76,6,40.25,0.00,4.00,53.10
1.15,240,0.9,8,32,5.75,0.00,0.00,6.90
2.00,360,0,8,8,5.75,0.00,0.00,7.75
2.00,240,0,32,8,5.25,0.00,0.00,7.25
0.00,1020,4.1,32,60,14.00,0.00,1.00,15.00
3.75,1080,4.3,28,32,15.00,0.00,0.00,18.75
0.00,2220,12.9,76,3,34.50,0.00,4.00,38.50
0.00,480,0.6,8,8,6.25,0.00,1.00,7.25
0.00,180,0,8,8,4.25,0.00,0.00,4.25
3.81,1016,4.48,8,6,14.75,0.00,0.00,19.06
0.00,480,1,8,8,6.75,0.00,0.00,6.75
1.50,600,1.5,8,32,8.00,0.00,0.00,9.50
2.45,720,2.2,32,8,9.25,0.00,3.00,14.70
4.00,660,5.6,76,,16.00,0.00,4.00,24.00
0.00,205,0.3,8,8,4.50,,0.00,4.50
0.00,275,0.5,32,28,5.00,,0.00,5.00
0.00,582,1.3,32,8,7.50,,0.00,7.50
0.00,533,1.7,8,32,7.75,,0.00,7.75
0.00,363,0.7,8,8,5.75,,0.00,5.75
3.95,1257,5.9,28,6,18.25,,1.50,23.70
0.00,776,4,76,,12.75,,4.00,16.75
0.00,414,0.7,32,8,6.00,,0.00,6.00
0.00,1278,3.4,4,4,12.50,,0.00,12.50
11.06,2449,15.4,76,6,40.25,,4.00,55.31
0.00,200,0.6,32,32,4.75,,1.00,5.75
3.25,1000,5,8,5,16.25,,0.00,19.50
2.50,600,1.5,8,32,7.50,,0.00,10.00
3.60,1046,5.9,32,5,18.00,,0.00,21.60
3.50,1477,5,8,23,16.50,,1.00,21.00
2.15,890,2.4,8,33,10.75,,0.00,12.90
3.45,935,5.5,32,22,17.25,,0.00,20.70
2.00,355,0.6,8,8,5.25,,0.00,7.25
2.00,456,1,28,8,6.75,,2.00,10.75
0.00,623,1.9,32,33,8.75,,0.00,8.75
1.50,539,1.2,32,28,7.25,,0.00,8.75
0.00,1031,4.3,77,,14.25,,0.00,14.25
9.35,2344,17.3,76,28,42.75,,4.00,56.10
4.25,647,3,76,,10.75,,10.50,25.50
11.00,1925,16.2,76,24,40.00,,4.00,55.00
2.50,699,1.9,7,28,8.50,,0.00,11.00
0.00,18,0,32,32,3.25,,0.00,3.25
0.00,375,0.87,28,32,5.75,0.00,0.00,5.75
3.62,522,2.71,76,,9.50,0.00,4.50,18.12
0.00,483,1.85,28,28,8.25,0.00,0.00,8.25
2.00,34,0,32,32,3.25,0.00,2.50,8.25
0.00,144,0.36,32,32,4.25,0.00,0.00,4.25
1.00,660,1.2,32,8,7.75,0.00,0.00,9.25
0.00,782,2,28,8,9.25,,0.00,9.25
2.14,651,4.03,32,27,12.75,0.00,1.00,16.39
0.00,416,1.3,32,8,6.50,0.00,0.00,6.50
0.00,612,1.5,32,8,7.25,0.00,0.00,7.25
4.00,727,0.9,32,32,8.00,0.00,1.00,13.50
9.20,2828,15.76,76,6,41.50,0.00,4.00,55.20
0.00,2971,14.19,76,77,38.75,0.00,4.00,42.75
1.00,501,1.44,32,32,7.25,0.00,0.00,8.75
1.25,708,2.8,32,8,10.50,,0.00,11.75
0.00,48,0,32,32,3.25,0.00,0.00,3.25
11.10,3326,19.47,76,8,51.00,0.00,4.00,66.60
0.00,420,0.8,32,32,6.00,0.00,1.00,7.00
0.00,552,1.25,32,8,7.25,0.00,0.00,7.25
0.00,258,0.8,28,8,5.00,0.00,0.00,5.00
0.00,2180,15.25,32,,39.00,0.00,0.00,39.00
2.00,375,0.87,32,32,6.00,0.00,1.00,9.50
5.00,2393,15.16,76,6,39.25,0.00,4.00,48.75
9.70,1922,18,76,32,44.00,0.00,4.00,58.20
0.00,315,0.97,32,28,5.75,0.00,0.00,5.75
3.00,1215,8.49,32,77,23.75,0.00,0.00,27.25
3.69,1343,3.68,32,7,14.25,0.00,0.00,18.44
2.00,180,0.7,28,28,4.75,0.00,0.00,7.25
4.00,240,0.6,8,8,5.00,0.00,1.00,10.50
0.00,1,0,8,8,3.25,,0.00,3.25
0.00,303,0.75,8,8,5.50,0.00,1.50,7.00
0.00,637,0.81,8,8,6.75,0.00,1.00,7.75
3.00,894,4.47,8,6,14.50,0.00,0.00,18.00
3.15,2104,5.33,32,8,20.50,0.00,0.00,24.15
0.00,240,0.8,8,8,5.50,0.00,0.00,5.50
0.00,1486,4.25,24,22,14.75,0.00,0.00,14.75
0.00,1089,8.38,33,43,22.50,0.00,1.00,23.50
3.12,785,3.55,32,7,12.00,0.00,0.00,15.62
0.00,1444,2.01,32,28,12.75,0.00,0.00,12.75
0.98,796,2.4,8,32,9.75,0.00,0.00,10.73
0.00,229,0.4,8,8,4.50,0.00,0.00,4.50
0.00,306,0.72,8,32,5.25,0.00,1.00,6.25
2.50,1047,3.27,8,24,12.00,0.00,0.00,15.00
0.00,214,0.6,28,28,4.50,0.00,0.00,4.50
2.90,912,4.3,32,7,14.00,0.00,0.00,17.40
0.00,357,0.97,8,7,6.25,0.00,0.00,6.25
4.00,678,1.92,32,24,8.75,0.00,0.00,13.25
3.00,656,3.33,8,24,11.50,0.00,0.00,15.00
0.00,672,1.8,8,28,8.50,0.00,0.00,8.50
3.00,626,1.9,32,8,8.25,0.00,0.00,11.75
8.15,1593,14.27,76,24,36.25,0.00,4.00,48.90
0.00,1430,3.5,8,8,13.75,0.00,1.00,14.75
3.00,399,0.7,32,8,5.75,0.00,0.00,9.25
1.00,375,0.42,28,32,5.00,0.00,0.00,6.50
0.00,633,3.05,28,24,10.75,0.00,0.00,10.75
9.30,2053,17.3,76,28,42.00,0.00,4.00,55.80
2.00,672,1.6,32,8,8.25,0.00,1.50,12.25
1.00,136,0.5,8,8,4.50,0.00,0.00,6.00
10.88,2153,15,76,6,39.00,0.00,4.00,54.38
6.75,1426,7.6,32,5,22.00,0.00,0.00,29.25
0.00,0,0,8,76,3.25,0.00,0.00,3.25
0.00,669,1.94,32,7,8.75,0.00,2.00,10.75
8.50,1758,15.11,76,22,38.00,0.00,4.00,51.00
0.00,689,2.53,8,33,10.00,0.00,0.00,10.00
1.75,240,0.5,8,8,4.50,0.00,1.00,7.75
0.00,497,1.21,32,8,7.00,0.00,0.00,7.00
3.25,1162,3,32,35,12.50,0.00,0.00,16.25
4.00,240,0.39,8,8,4.75,0.00,1.00,10.25
8.10,1434,14.52,76,22,36.00,0.00,4.00,48.60
0.00,952,1.06,8,8,9.25,0.00,0.00,9.25
9.50,1866,17.46,76,28,43.00,0.00,4.00,57.00
0.00,641,1,32,32,7.25,0.00,1.00,8.25
0.50,606,2.14,28,8,9.00,0.00,0.00,10.00
4.00,477,2,32,8,8.00,0.00,0.00,12.50
3.00,1386,4.1,6,4,14.75,0.00,0.00,18.25
2.00,223,0.54,8,8,4.75,0.00,1.00,8.25
0.00,540,0,32,32,3.25,0.00,4.00,7.25
8.55,1849,15.06,76,8,38.75,0.00,4.00,51.30
2.00,670,1.34,8,28,8.25,0.00,0.00,10.75
2.00,180,0.3,32,8,4.50,0.00,0.00,7.00
1.88,759,3.45,8,7,12.00,0.00,0.00,14.38
0.00,1969,12.16,32,2,32.25,0.00,0.00,32.25
0.00,838,2.9,5,4,10.75,0.00,0.00,10.75
4.00,116,0.28,8,32,4.00,0.00,0.00,8.50
3.00,305,0.58,8,8,5.25,0.00,1.50,10.25
0.00,389,0.9,8,8,6.00,0.00,0.00,6.00
0.00,23,0.26,16,16,3.75,0.00,0.00,3.75
9.45,1986,17.24,76,8,42.75,0.00,4.00,56.70
0.00,831,1.8,8,32,9.25,0.00,0.00,9.25
7.12,2233,17.35,76,8,43.00,0.00,4.00,54.62
2.00,560,1.54,28,8,7.75,0.00,1.50,11.75
0.00,10,0,8,8,3.25,0.00,0.50,3.75
1.12,552,1.57,7,6,7.50,0.00,0.00,8.62
2.00,296,0.79,28,32,5.25,0.00,0.00,7.75
2.15,720,2.8,32,24,10.75,0.00,0.00,12.90
2.00,565,1.49,28,8,7.75,0.00,1.00,11.25
0.00,240,0.6,8,8,5.25,0.00,0.00,5.75
0.00,120,0.7,8,8,4.75,0.00,0.00,4.75
0.00,240,0.8,11,15,5.50,0.00,0.00,5.50
0.00,480,1.4,22,19,7.00,0.00,1.00,8.00
0.00,360,0.7,8,8,5.75,0.00,0.00,5.75
1.00,360,0.4,8,8,5.25,0.00,0.00,6.25
0.00,300,0.6,32,8,5.50,0.00,1.00,6.50
0.00,0,0,15,15,3.25,0.00,0.00,3.25
0.00,900,2.7,32,7,11.25,0.00,0.00,11.25
3.00,480,0,8,28,7.00,0.00,0.00,10.00
4.05,1140,6.8,8,4,20.25,0.00,0.00,24.30
0.00,720,2.4,,,10.25,0.00,0.00,10.25
2.00,240,1.02,,,5.75,0.00,0.00,8.25
4.00,600,1.6,,,7.75,0.00,0.00,12.25
11.29,2020,18.38,76,,45.25,0.00,29.50,86.54
3.00,555,1.71,,,8.25,0.00,0.50,12.25
0.00,360,0.7,32,32,5.75,0.00,0.00,5.75
0.00,137,0.21,8,8,4.00,0.00,0.00,4.00
0.00,420,1.1,32,8,6.50,0.00,0.00,6.50
0.00,0,0,32,32,3.25,0.00,0.00,3.25
3.00,580,1.23,28,8,7.50,0.00,0.00,11.00
2.00,601,1.7,32,28,8.00,0.00,0.00,10.50
3.50,989,2.94,8,7,12.00,0.00,1.50,17.50
0.00,213,0.36,32,32,4.75,0.00,1.00,5.75
7.51,1665,14.7,76,,37.50,0.00,23.50,69.01
0.00,1832,17.6,32,76,67.50,0.00,4.00,71.50
0.00,2366,15.36,76,,39.50,0.00,31.00,70.50
8.50,1380,11.1,56,8,29.50,0.00,4.00,42.50
9.90,1859,17.97,76,8,44.00,0.00,5.00,59.40
2.00,545,1.71,8,8,7.75,0.00,0.00,10.25
0.00,267,0.5,32,28,5.00,0.00,0.00,5.00
1.00,752,3.1,32,24,11.25,0.00,0.00,12.75
0.00,712,2.1,32,28,9.00,0.00,0.00,9.00
6.00,1208,5.89,28,7,18.00,0.00,0.00,24.50
9.85,2160,18,8,8,44.75,0.00,4.00,59.10
2.00,438,1.14,32,8,6.75,0.00,1.00,10.25
2.00,900,2.3,28,8,10.25,0.00,0.00,12.75
0.00,180,0.72,28,32,5.00,0.00,1.00,6.00
0.00,25,0.13,33,33,3.50,0.00,0.00,3.50
0.00,70,0,76,76,3.25,0.00,0.00,3.25
9.95,2359,18.21,76,8,45.25,0.00,4.00,59.70
0.00,2073,17.81,76,8,44.25,0.00,5.00,49.25
1.88,794,3.52,32,24,12.00,0.00,0.00,14.38
0.00,1182,3.43,32,7,12.75,0.00,0.00,12.75
7.25,2161,13.46,41,6,35.75,0.00,0.00,43.50
0.00,234,0.91,28,8,5.50,0.00,0.00,5.50
0.00,273,0.83,28,28,5.50,0.00,0.00,5.50
4.75,1606,5.58,32,23,18.50,0.00,0.00,23.75
2.00,300,0.6,32,32,5.25,0.00,0.00,7.75
0.00,1218,3.82,21,24,13.50,0.00,0.00,13.50
9.10,1920,16.5,76,8,41.00,0.00,4.00,54.60
0.00,415,1.81,8,32,7.75,0.00,0.00,7.75
2.00,734,3.86,32,22,12.50,0.00,0.00,15.00
9.50,1860,17.3,8,28,42.00,0.00,5.00,57.00
0.00,472,1.16,32,8,6.75,0.00,0.00,6.75
5.00,2443,15.81,76,6,41.25,0.00,4.00,50.75
11.00,1863,15.81,76,24,39.50,0.00,4.00,55.00
0.00,360,0.7,8,8,5.75,0.00,0.00,5.75
0.00,32,0.07,8,8,3.25,0.00,0.00,3.25
0.00,600,1.4,32,8,8.00,0.00,0.00,8.00
0.00,1200,6.4,32,6,18.50,0.00,1.00,19.50
0.00,660,2.6,32,1,9.50,0.00,0.00,9.50
2.00,647,1.83,32,28,8.50,0.00,0.00,11.00
0.00,310,0.7,32,8,5.25,0.00,0.00,5.25
0.00,406,0.78,28,28,6.25,0.00,1.00,7.25
0.00,420,1.2,32,8,6.25,0.00,0.00,6.25
3.00,720,1.9,32,8,9.00,0.00,1.00,13.50
3.00,195,0.62,28,28,4.75,0.00,2.50,10.75
2.00,720,1.8,8,8,8.50,0.00,0.00,11.00
0.00,662,1.56,32,8,8.00,0.00,0.00,8.00
2.00,178,0.82,28,32,5.00,0.00,1.50,9.00
8.00,1996,17.91,76,8,44.00,0.00,4.00,56.50
4.00,456,1.17,8,24,6.50,0.00,0.00,11.00
2.00,660,1.7,32,8,8.75,0.00,0.00,11.25
1.00,961,2.9,8,7,11.25,0.00,0.00,12.75
1.00,341,1.43,8,8,6.75,0.00,0.00,8.25
0.00,382,0.8,8,8,5.75,0.00,0.00,5.75
3.00,720,2.6,8,7,10.25,0.00,0.00,13.75
0.00,2068,8.96,76,,26.25,0.00,4.00,30.25
4.05,1414,6.3,32,5,19.75,0.00,0.00,24.30
0.00,1493,11,32,56,29.50,0.00,0.00,29.50
1.00,177,0.42,8,8,4.50,0.00,0.00,6.00
0.00,248,0.4,32,8,4.50,0.00,1.00,5.50
0.00,1350,9.38,32,,25.75,0.00,0.00,25.75
0.00,651,4.49,8,6,14.00,0.00,0.00,14.00
2.00,540,1.4,32,28,7.25,0.00,0.00,9.75
0.00,327,0.86,32,8,5.50,0.00,0.00,5.50
0.00,468,0.2,8,8,5.00,0.00,0.00,5.00
0.00,875,2.31,32,7,10.00,0.00,0.00,10.00
1.50,685,2.01,32,8,9.00,0.00,0.00,11.00
3.25,926,5.2,32,21,16.25,0.00,0.00,19.50
2.60,690,3.93,32,7,12.50,0.00,0.00,15.60
3.00,681,2.24,32,8,9.25,0.00,0.00,12.75
2.00,448,1.08,32,8,6.75,0.00,0.00,9.25
3.00,620,1.86,32,8,8.50,0.00,0.00,12.00
2.00,1302,9.36,2,2,25.50,0.00,0.00,28.00
2.90,1205,3.6,8,24,13.50,0.00,0.50,17.40
1.70,609,1.73,32,8,8.50,0.00,0.00,10.20
0.00,52,0,76,76,3.50,0.00,0.00,3.50
1.00,395,1.04,32,8,6.50,0.00,0.00,8.00
0.00,2108,16.3,76,7,41.75,0.00,4.00,45.75
0.00,335,0.6,32,32,5.75,0.00,0.00,5.75
0.00,908,2.82,8,33,11.25,0.00,0.00,11.25
1.00,474,1.27,28,32,7.00,0.00,0.00,8.50
0.00,360,0.8,6,6,5.75,0.00,0.00,5.75
4.30,1142,7.5,32,6,21.00,0.00,0.00,25.80
0.00,0,0,24,24,3.25,0.00,0.00,3.25
9.62,2160,13.2,76,20,34.50,0.00,4.00,48.12
0.00,485,1.12,32,32,6.75,0.00,1.00,7.75
2.00,209,0.56,8,8,4.75,0.00,1.00,8.25
0.00,1587,2.85,8,7,11.25,0.00,0.00,11.25
2.00,420,1.3,8,24,6.75,0.00,0.00,9.25
5.07,1842,14.98,76,7,38.25,0.00,4.00,47.32
1.00,296,0.62,8,8,5.00,0.00,0.00,6.50
0.00,515,1.48,28,8,7.75,0.00,0.00,7.75
2.00,637,1.61,8,32,8.75,0.00,0.00,11.25
0.00,37,0.04,15,15,3.25,0.00,0.00,3.25
4.00,358,1.31,32,32,6.75,0.00,0.00,11.25
0.00,1002,5.88,32,6,18.25,0.00,0.00,18.25
4.00,2169,17.35,76,8,43.50,0.00,4.00,52.00
0.00,436,0.81,8,8,6.00,0.00,1.00,7.00
5.00,660,1.5,8,8,8.00,0.00,1.00,14.00
8.45,2340,14.4,76,6,38.25,0.00,4.00,51.20
2.00,704,1.99,28,8,9.25,0.00,0.00,11.75
0.00,515,1.5,32,32,7.25,0.00,0.00,7.25
2.00,600,0,32,8,7.75,0.00,0.00,9.75
0.00,747,2.24,32,8,9.25,0.00,0.00,9.25
2.00,300,0.8,32,8,5.50,0.00,0.00,8.00
0.00,535,1.5,6,5,7.50,0.00,0.00,7.50
9.75,1859,17.74,76,8,43.25,0.00,5.00,58.50
0.00,38,0,6,6,3.25,0.00,0.00,3.25
3.00,1284,3.9,8,28,14.00,0.00,1.00,19.95
0.00,300,0,8,24,5.50,0.00,5.00,10.50
3.00,600,2.7,28,33,9.75,0.00,0.00,12.75
3.70,1072,5.75,32,7,17.00,0.00,1.00,22.20
0.00,420,1.8,28,33,7.75,0.00,0.00,7.75
0.00,144,0.38,8,8,4.25,0.00,0.00,4.25
0.00,1380,7.5,32,6,22.25,0.00,1.00,23.25
0.00,1354,3.1,7,22,10.75,0.00,0.00,10.75
2.00,433,1.12,8,8,6.75,0.00,0.00,9.25
0.00,424,0.96,8,32,6.25,0.00,1.00,7.25
6.00,1320,16.8,76,28,41.00,0.00,4.00,51.50
1.50,568,1.64,8,7,8.00,0.00,0.00,10.00
2.00,780,0.1,8,28,9.75,0.00,0.00,11.75
0.00,660,3.4,76,,11.75,0.00,4.00,15.75
0.00,660,6.2,8,77,17.50,0.00,0.00,17.50
0.00,0,0,76,76,3.25,0.00,5.00,8.25
3.00,391,1.03,8,32,6.25,0.00,0.00,9.75
1.65,656,2.97,32,24,11.00,0.00,0.00,12.65
0.00,834,0,28,28,7.50,0.00,0.00,7.50
0.00,220,0.43,8,32,4.75,0.00,1.00,5.75
2.80,1080,3.6,8,24,13.50,0.00,0.00,16.80
2.00,564,1.16,8,32,7.25,0.00,0.00,9.75
0.00,720,3.7,8,6,12.75,0.00,0.00,12.75
1.00,330,0.9,8,8,5.50,0.00,0.00,7.00
0.00,140,0.2,28,28,3.75,0.00,0.00,3.75
2.00,359,0.95,28,8,6.00,0.00,0.00,8.50
3.00,787,2.6,28,8,10.25,0.00,0.00,13.75
0.00,218,0.43,8,8,4.75,0.00,1.00,5.75
0.00,2244,6.78,7,1,23.25,0.00,0.00,23.75
7.40,2040,11.1,76,,30.50,0.00,6.00,44.40
1.50,439,1.49,32,8,7.00,0.00,0.00,9.00
0.00,321,0.41,8,8,4.75,0.00,0.00,4.75
0.00,473,1.21,32,8,7.00,0.00,0.00,7.00
1.50,780,1.4,8,28,8.50,0.00,0.00,10.00
2.00,360,0.6,8,8,5.50,0.00,0.00,7.50
0.00,129,0.1,28,28,3.75,0.00,0.00,3.75
2.00,420,1,28,8,6.25,0.00,0.00,8.75
2.00,369,0.86,28,24,6.00,0.00,0.00,8.50
